Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
2165,Lori Rivera,scottkimberly@roach.com,001-515-623-3404x649,Light Jacket,2,2222,4444,2023-03-04,Spring,2,757,2222.0,2,Lost Customers,Re-engagement Emails & Offers
2166,Kristy Brown,kelliallen@yahoo.com,011.918.1770x546,Jeans,3,4817,14451,2023-05-20,Spring,2,680,4817.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2167,Eric Jarvis,elizabethperry@morris.info,7106140455,Loafers,3,3909,11727,2023-10-17,Autumn,3,530,3909.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2168,Matthew Horn,timothy97@murphy.info,001-278-696-7226x17073,Light Jacket,1,3294,3294,2023-04-07,Spring,2,723,3294.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2169,Kimberly Thomas DVM,hmorton@yahoo.com,5489950320,Full-Sleeve Shirt,3,2305,6915,2023-11-27,Autumn,3,489,2305.0,2,Lost Customers,Re-engagement Emails & Offers
2170,Michael Curry,ijohnson@hotmail.com,0486783710,Umbrella,1,3087,3087,2023-07-16,Monsoon,4,623,3087.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2171,Christopher Stuart,charlesbarber@yahoo.com,927-457-5678,Sandals,2,2515,5030,2024-07-01,Summer,0,272,2515.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2172,Michael Barrett,nicholasmiller@fowler.com,(098)240-3689x7929,Boots,1,4205,4205,2024-02-14,Winter,1,410,4205.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2173,Taylor House,eric31@finley-hoover.info,995-223-8473,Waterproof Shoes,5,3027,15135,2024-09-11,Monsoon,4,200,3027.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2174,Eric Trevino,joseph60@hotmail.com,235.918.5667x530,Blazer,1,3825,3825,2023-09-13,Autumn,3,564,3825.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2175,Susan Cox,joseph37@hotmail.com,491-529-2514,T-Shirt,2,2752,5504,2024-03-03,Spring,2,392,2752.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2176,Lauren Foster,richardsvictoria@campbell-mclaughlin.org,(240)233-5198,Boots,3,4491,13473,2024-12-04,Winter,1,116,4491.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2177,John Miller,georgeharris@murray-clark.com,245-448-1561x6813,Shorts,4,613,2452,2024-06-14,Summer,0,289,613.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2178,Isaac Rivas,smithtodd@gmail.com,001-268-257-2136x3134,Sunglasses,5,2925,14625,2023-06-06,Summer,0,663,2925.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2179,Mrs. Cassandra Johnson,odonnellkyle@davis.biz,651.622.8601,Raincoat,2,3195,6390,2024-06-02,Monsoon,4,301,3195.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2180,Courtney Rodriguez,dmitchell@anderson-garcia.com,(590)259-4646x826,Umbrella,4,3292,13168,2023-06-05,Monsoon,4,664,3292.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2181,Stephanie Rodriguez,danielbradley@schmidt-anderson.com,514-090-4447,Light Jacket,5,1639,8195,2023-05-14,Spring,2,686,1639.0,2,Lost Customers,Re-engagement Emails & Offers
2182,Holly Johnson,lwalker@gmail.com,001-407-100-9893x727,Boots,5,1063,5315,2023-12-15,Winter,1,471,1063.0,2,Lost Customers,Re-engagement Emails & Offers
2183,Kevin Gomez,benjaminscott@weeks-williamson.info,8366908404,Blazer,3,3321,9963,2023-11-11,Autumn,3,505,3321.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2184,Dana Adams,klinecaroline@henderson.com,673.988.1308x94477,Jacket,1,1096,1096,2023-01-27,Winter,1,793,1096.0,2,Lost Customers,Re-engagement Emails & Offers
2185,Donald Hall PhD,hector13@weeks.info,979.613.4624,Jacket,3,931,2793,2024-12-22,Winter,1,98,931.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2186,Angela Brown,cmartin@patterson.info,724.249.3869,Scarf,2,1708,3416,2024-12-06,Winter,1,114,1708.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2187,Sophia Perry,stephen03@zimmerman.info,(219)464-7205x76357,Waterproof Shoes,1,2103,2103,2024-06-12,Monsoon,4,291,2103.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2188,Jason Watson,lisa92@powell-hamilton.com,752-380-5193,Waterproof Shoes,5,3359,16795,2024-06-23,Monsoon,4,280,3359.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2189,Frederick Moreno,thompsonjudy@bryant.com,+1-266-763-2355,Sandals,3,1538,4614,2024-06-18,Summer,0,285,1538.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2190,Jennifer Davis,jasonweaver@santiago-salinas.org,(388)112-5970,T-Shirt,4,4810,19240,2023-03-13,Spring,2,748,4810.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2191,Heather Mcintyre,angela56@ortiz.com,9639205540,Sneakers,2,3633,7266,2024-04-15,Spring,2,349,3633.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2192,Katherine Adams,annette25@hotmail.com,470.406.2301x361,Cardigan,4,3971,15884,2025-09-01,Autumn,3,-155,3971.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2193,Daniel Chaney,jillstewart@hotmail.com,962-806-6570x5649,Sneakers,2,3237,6474,2024-03-19,Spring,2,376,3237.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2194,Sarah Perez,christinacooper@trujillo.info,001-250-187-5597,Loafers,1,4876,4876,2023-11-17,Autumn,3,499,4876.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2195,Benjamin Gallegos,tinasolis@gmail.com,+1-673-337-0001x99611,Sandals,5,3731,18655,2024-07-27,Summer,0,246,3731.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2196,Russell Franklin,jennifer12@gmail.com,009.041.3478x638,Jeans,4,1968,7872,2023-05-21,Spring,2,679,1968.0,2,Lost Customers,Re-engagement Emails & Offers
2197,Lisa Ferguson,lydiamiller@young.com,(321)248-0436x767,Waterproof Shoes,2,1287,2574,2024-06-17,Monsoon,4,286,1287.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2198,Donna Brown,gbeltran@love.com,001-442-241-6126x66389,Full-Sleeve Shirt,2,1304,2608,2023-11-11,Autumn,3,505,1304.0,2,Lost Customers,Re-engagement Emails & Offers
2199,Ryan Jackson,stephenbrown@reid.com,2095505506,Light Jacket,3,877,2631,2023-05-15,Spring,2,685,877.0,2,Lost Customers,Re-engagement Emails & Offers
2200,Jonathan Figueroa,santoscatherine@barrera.info,(577)388-2665,Sweater,5,2823,14115,2024-12-20,Winter,1,100,2823.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2201,Gina Hester,bgrant@hotmail.com,314.002.6627,Raincoat,3,4050,12150,2024-06-23,Monsoon,4,280,4050.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2202,Lisa Baker,sjenkins@yahoo.com,2855745730,Raincoat,1,1786,1786,2023-09-23,Monsoon,4,554,1786.0,2,Lost Customers,Re-engagement Emails & Offers
2203,Ian Martinez,brentdennis@gmail.com,+1-960-559-5322x34664,Sneakers,4,1530,6120,2024-05-28,Spring,2,306,1530.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2204,Wayne Tran,jessegallegos@gmail.com,1965126995,Jacket,5,4392,21960,2023-01-21,Winter,1,799,4392.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2205,Elizabeth Hoover,katrinahouse@hotmail.com,(863)640-2879x013,Loafers,1,2017,2017,2024-09-06,Autumn,3,205,2017.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2206,Jennifer Rodriguez,christopher86@hotmail.com,001-719-622-5094x10784,Cardigan,3,3009,9027,2024-11-18,Autumn,3,132,3009.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2207,Daisy Clark,yolanda18@reyes.org,001-931-858-0924,Loafers,3,4941,14823,2025-11-19,Autumn,3,-234,4941.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2208,Kyle Franco,freynolds@pearson.org,+1-895-829-2286,Shorts,2,1015,2030,2023-07-21,Summer,0,618,1015.0,2,Lost Customers,Re-engagement Emails & Offers
2209,Brian Lopez,kenneth33@gmail.com,762-084-4379x289,Sunglasses,2,4994,9988,2024-08-21,Summer,0,221,4994.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2210,Amanda Brown,clarktracy@gmail.com,0310228780,Shorts,5,3676,18380,2024-06-16,Summer,0,287,3676.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2211,Meghan White,jcoleman@gmail.com,(308)325-0263x28907,Full-Sleeve Shirt,4,3227,12908,2023-11-13,Autumn,3,503,3227.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2212,Scott Deleon,lindseymckee@olson-snyder.biz,001-194-440-1678x58773,T-Shirt,1,3336,3336,2024-05-07,Spring,2,327,3336.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2213,James Robinson,sarah17@moore-richardson.org,+1-490-030-1442x114,Sunglasses,5,2808,14040,2024-08-24,Summer,0,218,2808.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2214,Jasmine Davis,yrice@wilson-todd.com,001-598-609-5222x826,Cardigan,4,3965,15860,2023-10-12,Autumn,3,535,3965.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2215,Guy Stewart,burgesskevin@walters.com,633.629.8640,Light Jacket,4,1015,4060,2024-04-13,Spring,2,351,1015.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2216,Makayla Stewart,williamsmegan@davidson.net,3438773374,Raincoat,2,4693,9386,2025-06-06,Monsoon,4,-68,4693.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2217,Brianna Russell,jasonsmith@moore.net,356-354-1542x13818,Loafers,3,2064,6192,2024-09-09,Autumn,3,202,2064.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2218,Tina Love,riveratiffany@white-montoya.biz,(049)207-9319,Tank Top,5,2636,13180,2024-08-18,Summer,0,224,2636.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2219,Wayne Pope,ofrye@yahoo.com,+1-117-423-5962x35271,Tank Top,1,2164,2164,2025-07-01,Summer,0,-93,2164.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2220,Billy Jackson,brownshawn@yahoo.com,2592603266,Scarf,2,4037,8074,2024-02-12,Winter,1,412,4037.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2221,Richard Oliver,thomasmurphy@dudley.com,+1-601-299-6572,Sandals,4,4112,16448,2023-07-22,Summer,0,617,4112.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2222,Heather Young,rayjennifer@brown-gibson.biz,(932)028-9880,Sunglasses,1,2027,2027,2023-08-05,Summer,0,603,2027.0,2,Lost Customers,Re-engagement Emails & Offers
2223,Jonathan Costa,markbell@bishop.com,001-898-062-0497,Light Jacket,5,1217,6085,2023-03-26,Spring,2,735,1217.0,2,Lost Customers,Re-engagement Emails & Offers
2224,Chad Baker,katelynnelson@norris-smith.info,(229)568-8305,Waterproof Shoes,3,4995,14985,2023-08-14,Monsoon,4,594,4995.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2225,Tracey Anderson,daniellesmith@gibson-lee.org,001-961-123-4315,Loafers,5,4868,24340,2023-11-01,Autumn,3,515,4868.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2226,Patrick Thompson,lshelton@gmail.com,001-387-170-7275x58859,Jeans,5,4465,22325,2023-04-02,Spring,2,728,4465.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2227,Mary Phillips,omckinney@hotmail.com,3360050694,Sneakers,5,4170,20850,2024-05-03,Spring,2,331,4170.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2228,Heather Barker,njohnson@yahoo.com,930-962-2677x6715,Shorts,3,4991,14973,2023-06-08,Summer,0,661,4991.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2229,Anthony Rose,andrew28@hotmail.com,+1-071-294-0957x998,T-Shirt,1,3898,3898,2024-03-20,Spring,2,375,3898.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2230,Jeffrey Gonzalez,keithwilliamson@lamb.com,081-442-3841x05371,Tank Top,5,3190,15950,2023-08-28,Summer,0,580,3190.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2231,Mr. Kenneth Perez MD,cheryl64@love.com,154.226.7311x8988,Loafers,1,4003,4003,2023-11-17,Autumn,3,499,4003.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2232,Xavier Jenkins,friedmanjeremy@watson.com,(852)995-7259,Full-Sleeve Shirt,2,758,1516,2024-10-25,Autumn,3,156,758.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2233,Rebecca Smith,nicholas86@gmail.com,(015)896-5646,Sandals,3,1431,4293,2024-08-20,Summer,0,222,1431.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2234,Alejandro Wright II,laneamanda@yahoo.com,(339)681-1260,Waterproof Shoes,2,4952,9904,2023-06-27,Monsoon,4,642,4952.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2235,Dean Mclean,oliviarowe@hudson.com,+1-414-621-2404,Scarf,3,4920,14760,2023-01-11,Winter,1,809,4920.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2236,Erin Arnold,johnsonmichaela@johnson.org,884.163.4933,Cardigan,3,937,2811,2024-09-08,Autumn,3,203,937.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2237,Amber Austin,melissa39@yahoo.com,(110)135-1524x04510,Cardigan,3,4836,14508,2023-10-03,Autumn,3,544,4836.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2238,Andrew Robinson,karen78@wright.info,(103)626-6960,Blazer,3,2710,8130,2024-10-22,Autumn,3,159,2710.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2239,Cameron Freeman,stephaniecain@matthews-zamora.com,323.161.3410x5952,Full-Sleeve Shirt,2,727,1454,2024-11-21,Autumn,3,129,727.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2240,Alicia Decker,blackburnconnor@yahoo.com,001-023-265-5720x436,Boots,5,4192,20960,2023-12-07,Winter,1,479,4192.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2241,David Wheeler,whitneymcmillan@branch.net,+1-783-884-9731x554,Sunglasses,2,4520,9040,2023-07-28,Summer,0,611,4520.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2242,Kevin Brandt MD,robbinsdarryl@yahoo.com,(118)401-3725x421,Sneakers,3,1170,3510,2023-03-28,Spring,2,733,1170.0,2,Lost Customers,Re-engagement Emails & Offers
2243,Christopher Chapman,ngriffin@murray.info,+1-056-045-4593x62983,Jeans,5,1479,7395,2024-04-28,Spring,2,336,1479.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2244,Vincent Olson,vberry@yahoo.com,179.866.0674x552,Tank Top,3,3411,10233,2024-08-19,Summer,0,223,3411.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2245,Jorge Cervantes,cooktimothy@hotmail.com,(093)239-6261,Sandals,5,2759,13795,2024-06-26,Summer,0,277,2759.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2246,Richard Thomas,kedwards@barnes.com,+1-537-755-8753x4876,Tank Top,3,4094,12282,2023-08-16,Summer,0,592,4094.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2247,Tiffany Sharp,watkins@hoffman.com,2785024942,Full-Sleeve Shirt,1,2207,2207,2023-09-25,Autumn,3,552,2207.0,2,Lost Customers,Re-engagement Emails & Offers
2248,Ryan Mccormick,amyhorton@hotmail.com,1942856779,Sunglasses,3,2499,7497,2023-06-20,Summer,0,649,2499.0,2,Lost Customers,Re-engagement Emails & Offers
2249,Sandra Wilkins,dawn41@roberts.info,350.730.9604,Blazer,2,1950,3900,2023-10-06,Autumn,3,541,1950.0,2,Lost Customers,Re-engagement Emails & Offers
2250,Ashley Myers DDS,williamszachary@floyd.com,215-091-0635,Waterproof Shoes,1,1440,1440,2025-08-02,Monsoon,4,-125,1440.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2251,Richard Brown,daniellekim@hotmail.com,009.461.0251,Cardigan,5,3131,15655,2024-10-22,Autumn,3,159,3131.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2252,Michelle Perez,patricia09@yahoo.com,127.997.1362,Full-Sleeve Shirt,3,708,2124,2023-11-28,Autumn,3,488,708.0,2,Lost Customers,Re-engagement Emails & Offers
2253,Tyrone Novak,thomasbennett@bentley.com,(134)638-1054x52281,Scarf,1,4715,4715,2023-01-02,Winter,1,818,4715.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2254,Stacey Nolan,dunntimothy@hotmail.com,962.138.7446x9201,Umbrella,5,4674,23370,2023-09-28,Monsoon,4,549,4674.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2255,Anthony Miller,lwu@yahoo.com,897.953.5807x097,Sweater,1,4768,4768,2024-02-20,Winter,1,404,4768.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2256,Jose Clark,troy27@gmail.com,001-193-034-2470,Waterproof Shoes,1,3061,3061,2024-08-13,Monsoon,4,229,3061.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2257,Beth Hernandez,stephenanthony@hunt.com,303-326-5525,Full-Sleeve Shirt,5,4835,24175,2025-11-13,Autumn,3,-228,4835.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2258,Donald Harmon,morganjoan@diaz.info,+1-018-209-5371x9130,Raincoat,4,1784,7136,2023-06-26,Monsoon,4,643,1784.0,2,Lost Customers,Re-engagement Emails & Offers
2259,Juan Nichols,harrisnicholas@hotmail.com,001-565-859-0705,Blazer,4,2526,10104,2024-11-08,Autumn,3,142,2526.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2260,Brittany Evans,hahnmelissa@yahoo.com,019.742.7632,Full-Sleeve Shirt,5,4035,20175,2024-09-24,Autumn,3,187,4035.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2261,Michael Gonzalez,deborah42@frye.com,718.517.4655x687,Jeans,1,2080,2080,2024-04-14,Spring,2,350,2080.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2262,Kevin Brewer,wanderson@savage-marshall.info,(621)464-4232,Shorts,1,3749,3749,2023-06-02,Summer,0,667,3749.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2263,Barbara Lopez,hli@hotmail.com,001-879-735-0802x4628,Sweater,3,3179,9537,2025-02-06,Winter,1,52,3179.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2264,Sandra Jones,trose@gmail.com,752-123-4416,Umbrella,1,1321,1321,2024-06-01,Monsoon,4,302,1321.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2265,Patricia Horne,erik28@murphy.com,(048)096-0771x791,Blazer,4,2439,9756,2024-11-13,Autumn,3,137,2439.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2266,Melissa Hughes,lisa41@hotmail.com,+1-604-935-7150x567,Umbrella,2,1466,2932,2024-08-23,Monsoon,4,219,1466.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2267,Frank Quinn,brendan08@yahoo.com,001-140-321-8268,Sandals,2,2685,5370,2024-06-27,Summer,0,276,2685.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2268,Danielle Smith,hardyerik@gmail.com,001-683-101-8834x10827,Loafers,4,2376,9504,2023-09-28,Autumn,3,549,2376.0,2,Lost Customers,Re-engagement Emails & Offers
2269,Sharon Davis,robertsmith@hotmail.com,(717)445-9340,Sandals,4,3253,13012,2023-06-17,Summer,0,652,3253.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2270,Gary Spence,elizabethjohnson@dean.info,+1-185-335-3390x15076,Shorts,5,2426,12130,2024-08-24,Summer,0,218,2426.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2271,Brandon Garner,jacob61@cochran.com,+1-458-305-9651,Umbrella,3,1971,5913,2024-09-24,Monsoon,4,187,1971.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2272,Rodney Rodriguez,christopherbailey@hotmail.com,951.538.1137x62154,Boots,4,1861,7444,2023-02-11,Winter,1,778,1861.0,2,Lost Customers,Re-engagement Emails & Offers
2273,Christine Vargas,dawnhunt@shepard.com,+1-125-575-9677x912,Raincoat,4,1448,5792,2023-08-13,Monsoon,4,595,1448.0,2,Lost Customers,Re-engagement Emails & Offers
2274,John Jackson,catherine08@marks.org,2110485844,Blazer,1,3232,3232,2023-11-07,Autumn,3,509,3232.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2275,Michael Williams,tonyadavis@cruz.com,008-566-6385x41356,Waterproof Shoes,1,965,965,2024-06-26,Monsoon,4,277,965.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2276,Kyle Oconnell,whernandez@hotmail.com,371.694.6663x238,Shorts,3,2526,7578,2024-07-27,Summer,0,246,2526.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2277,George Thomas,denisemiller@hotmail.com,(903)830-5340x6504,Light Jacket,3,1729,5187,2023-05-28,Spring,2,672,1729.0,2,Lost Customers,Re-engagement Emails & Offers
2278,Julie Davila,lburns@hotmail.com,961.519.2221x5805,Boots,3,2146,6438,2023-01-25,Winter,1,795,2146.0,2,Lost Customers,Re-engagement Emails & Offers
2279,Matthew Davis,martinangela@hotmail.com,417-804-1670x522,Shorts,5,3199,15995,2023-07-22,Summer,0,617,3199.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2280,Darrell Meadows,snovak@martin-shaffer.net,331-956-9825x647,Sandals,2,3548,7096,2024-08-11,Summer,0,231,3548.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2281,Amy Cruz,grahamrenee@johnson.com,+1-410-595-7265x2968,Umbrella,1,4133,4133,2024-07-04,Monsoon,4,269,4133.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2282,Marcus Morton,msalazar@ruiz.com,829-134-1263x9030,Cardigan,2,2011,4022,2024-09-06,Autumn,3,205,2011.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2283,Christina Reeves,tyler49@gmail.com,314.246.3554x942,Loafers,1,1984,1984,2025-11-19,Autumn,3,-234,1984.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2284,Erin Duke,morenoelizabeth@brown-wu.com,0743089741,Loafers,3,2643,7929,2024-09-10,Autumn,3,201,2643.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2285,Kevin Mayer,barbaracarter@hotmail.com,182-888-7427,Jeans,1,1926,1926,2024-04-20,Spring,2,344,1926.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2286,Angela Frazier,aprilpierce@salazar.com,(012)987-0445x9137,Sneakers,2,619,1238,2023-05-28,Spring,2,672,619.0,2,Lost Customers,Re-engagement Emails & Offers
2287,Melissa Gould,jonathan98@jones.com,001-142-901-8451x0590,Scarf,1,1980,1980,2023-02-05,Winter,1,784,1980.0,2,Lost Customers,Re-engagement Emails & Offers
2288,Emily Mills,susanjames@howard.com,001-559-341-2381x6721,Sunglasses,5,4649,23245,2024-06-27,Summer,0,276,4649.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2289,Brian Foster,brett68@yahoo.com,9807262820,Raincoat,1,3773,3773,2024-08-28,Monsoon,4,214,3773.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2290,Jennifer Atkinson,lynchkyle@gmail.com,209-397-3402,Sandals,2,4929,9858,2023-06-13,Summer,0,656,4929.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2291,Jordan Thornton,aaron62@mckenzie-lucas.com,270-271-8984x66645,Raincoat,1,1582,1582,2024-06-07,Monsoon,4,296,1582.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2292,David Orr,ejohnson@valdez.com,727-190-8518,Sneakers,3,3904,11712,2025-05-28,Spring,2,-59,3904.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2293,James Davis,amandahill@hotmail.com,+1-510-403-8141x081,Umbrella,3,1958,5874,2025-07-15,Monsoon,4,-107,1958.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2294,Francisco Jones,eric07@yahoo.com,760.332.2513x109,Raincoat,2,4449,8898,2023-06-18,Monsoon,4,651,4449.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2295,Robert Thomas,sarahdavenport@barry-wilson.net,(745)365-3417,Raincoat,1,2894,2894,2024-07-25,Monsoon,4,248,2894.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2296,Matthew Turner,warneranna@hotmail.com,(244)873-2034,Waterproof Shoes,2,4836,9672,2023-09-27,Monsoon,4,550,4836.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2297,Tiffany Jackson,paulmartinez@gmail.com,624.341.6131x0199,Boots,1,1648,1648,2023-02-10,Winter,1,779,1648.0,2,Lost Customers,Re-engagement Emails & Offers
2298,Nicholas Sharp,eporter@nichols-tucker.com,557.617.5581x5863,Raincoat,2,1178,2356,2023-06-06,Monsoon,4,663,1178.0,2,Lost Customers,Re-engagement Emails & Offers
2299,Tammy Rodriguez,christian53@roberts-wiggins.net,+1-551-128-1324x4160,Sandals,1,3574,3574,2023-07-22,Summer,0,617,3574.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2300,Allen Walker,jeffrey93@cook-davis.net,(320)188-6062,Cardigan,2,3682,7364,2024-09-01,Autumn,3,210,3682.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2301,Robert Grant,hobrien@cabrera-weber.com,(707)785-7173x323,Tank Top,3,2088,6264,2024-07-26,Summer,0,247,2088.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2302,Justin Dunn,powelljacqueline@morales.org,001-383-830-0397,Sandals,2,4671,9342,2024-08-24,Summer,0,218,4671.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2303,Nicole Ross,leslie90@hotmail.com,+1-989-442-0701x98164,Scarf,4,1530,6120,2023-01-24,Winter,1,796,1530.0,2,Lost Customers,Re-engagement Emails & Offers
2304,Ryan Jones,djohnson@hotmail.com,001-524-637-4795,Tank Top,5,1708,8540,2024-08-19,Summer,0,223,1708.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2305,Angela Wilson,kellerkatie@hotmail.com,001-119-346-4542x073,Blazer,5,2718,13590,2024-09-04,Autumn,3,207,2718.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
